t,motFRTor,motRRTor,motFLTor,motRLTor,dx,q1,ddx
0.253,-0.17828167,-0.314120957,0.598852882,0.281339331,0.013613179,-0.000342113,0.014065986
0.254,0.5229957,-0.12033507,0.528032126,0.371630947,0.01359587,-0.000340593,-0.017308954
0.255,0.67058484,0.032058055,0.376732892,0.416058568,0.013564408,-0.000338769,-0.031461551
0.256,0.867409534,0.131112233,0.282076145,0.562155948,0.013474632,-0.000336694,-0.089775738
0.257,0.821287926,0.27854159,0.20784048,0.327428574,0.013431217,-0.000334368,-0.043415473
0.258,0.765437433,0.259775744,0.158578901,0.354300652,0.013339711,-0.000331794,-0.09150568
0.259,0.666814437,0.725360451,0.293674558,0.185390558,0.013298116,-0.000328994,-0.041595424
0.26,0.697985198,0.551006959,0.177634453,0.258108327,0.013248848,-0.000326004,-0.049268121
0.261,1.048347485,0.556382293,0.158919038,0.311523973,0.013164857,-0.000322866,-0.083990811
0.262,1.044114262,0.605276779,0.118700848,0.362840983,0.013076343,-0.000319586,-0.088514369
0.263,0.954086534,0.669624197,0.064031613,0.27901794,0.012986582,-0.000316188,-0.08976019
0.264,0.881285057,0.626971446,0.019809571,0.344655071,0.012898498,-0.000312679,-0.08808396
0.265,0.813671587,0.628738594,-0.137148109,0.226376549,0.012817144,-0.000309097,-0.081354688
0.266,0.888621228,0.382679062,-0.163577105,0.365098421,0.012712891,-0.000305432,-0.104252222
0.267,0.774681617,0.522858655,-0.203054632,0.22250287,0.012613965,-0.000301755,-0.098926077
0.268,0.665768225,0.564204682,-0.230449892,0.250990197,0.012489944,-0.000298043,-0.124020994
0.269,0.603208792,0.548163921,-0.262970102,0.350400266,0.012392649,-0.000294312,-0.09729541
0.27,0.553399269,0.52536686,-0.404148007,0.422884207,0.012236551,-0.000290542,-0.156098256
0.271,0.29102202,0.792334808,-0.33769953,0.44977157,0.012073403,-0.000286763,-0.163147662
0.272,0.23526874,0.646352181,-0.397097004,0.527379738,0.011961187,-0.000283002,-0.112215717
0.273,0.165594166,0.507934803,-0.354263563,0.496061159,0.011813103,-0.000279245,-0.14808445
0.274,0.057270177,0.619140944,-0.387995121,0.57563264,0.011665428,-0.00027551,-0.147674878
0.275,0.131602959,0.478535341,-0.429207172,0.630297,0.011533177,-0.000271791,-0.132250675
0.276,0.047099781,0.412235146,-0.443416093,0.650267477,0.011375195,-0.000268092,-0.157982107
0.277,0.001570594,0.437416327,-0.406439667,0.710466137,0.011251878,-0.000264431,-0.123317192
0.278,-0.072945024,0.379061182,-0.512245372,0.758477621,0.011056159,-0.000260788,-0.195718728
0.279,-0.1284622,0.443632875,-0.42924467,0.801621511,0.010948297,-0.000257196,-0.10786279
0.28,-0.163285485,0.174781714,-0.671934187,0.630661224,0.010708844,-0.000253707,-0.239452204
0.281,-0.466474862,0.345390149,-0.717275923,0.804628859,0.010313816,-0.000250477,-0.395028074
0.282,-0.561030155,0.385139763,-0.814277458,0.843223365,0.009781248,-0.000247586,-0.532568048
0.283,-1.165443918,0.886460953,-1.205136387,1.050662138,0.008928012,-0.000245166,-0.853236393
0.284,-0.629651024,0.78699892,-0.9852053,0.684585908,0.008134842,-0.000243354,-0.793169317
0.285,-0.685649489,0.885345639,-1.153475836,0.917063853,0.007224433,-0.000242149,-0.910409057
0.286,-0.657129402,0.679715284,-1.155250484,1.00306602,0.006276648,-0.00024156,-0.947785563
0.287,-0.929372367,0.808666559,-1.211381479,0.974759361,0.005307337,-0.000241633,-0.969310624
0.288,-0.902616022,0.857475456,-0.99470078,0.974366027,0.004482748,-0.000242307,-0.824589413
0.289,-0.560902931,0.698099574,-0.869380331,0.861976892,0.003778245,-0.000243538,-0.704502315
0.29,-0.64550866,0.636678013,-0.917791459,0.911576392,0.00309871,-0.00024527,-0.679535479
0.291,-0.865034626,0.658173167,-1.015525597,0.989275658,0.002368475,-0.000247424,-0.730234776
0.292,-0.497290247,0.415134116,-1.023827031,0.690817022,0.001820043,-0.000249855,-0.548431899
0.293,-0.354468438,0.425499146,-0.928975443,0.639165927,0.001337749,-0.000252508,-0.482294055
0.294,-0.237594045,0.36463258,-0.733225716,0.543422034,0.000957009,-0.000255326,-0.380740736
0.295,-0.346980236,0.377662144,-0.837472959,0.630240227,0.000576167,-0.000258193,-0.380841854
0.296,-0.051830845,0.024097964,-0.48974633,0.269247043,0.000356067,-0.000261029,-0.220100168
0.297,-0.051179785,0.064625349,-0.606049813,0.226140355,0.000136521,-0.000263785,-0.219545403
0.298,0.129960175,0.018318221,-0.523933989,0.176193029,-0.0000285,-0.000266446,-0.165005955
0.299,0.157228218,-0.012333903,-0.593806689,0.21214911,-0.00014049,-0.000268964,-0.112005624
0.3,0.235456789,-0.316123898,-0.612980505,0.715831195,-0.000152019,-0.000271282,-0.011528735
0.301,0.282521937,-0.295672804,-0.59433403,0.858402378,-0.0000806,-0.000273358,0.071429759
0.302,0.21339909,-0.24846105,-0.391811545,0.870287852,4.15E-05,-0.000275071,0.122066194
0.303,0.210146906,-0.131798699,-0.498437751,1.064054723,0.000230601,-0.00027635,0.189124101
0.304,0.153208144,-0.054311998,-0.576773162,1.258659908,0.000492379,-0.000277182,0.261778191
0.305,-0.062237364,0.069236368,-0.487274279,1.38852317,0.000804934,-0.0002775,0.312554441
0.306,-0.121126322,0.346277159,-0.414418757,1.46554311,0.001200723,-0.000277237,0.395789382
0.307,-0.139540782,0.424173519,-0.593083215,1.628757104,0.001657482,-0.0002764,0.456759309
0.308,-0.104382241,0.532138002,-0.678743402,1.654852991,0.002166232,-0.000274967,0.508749728
0.309,-0.391999558,0.720982594,-0.812186727,1.603696826,0.002663742,-0.000273014,0.49750993
0.31,-0.440673154,0.986684393,-0.785630214,1.331895788,0.003182124,-0.000270572,0.518382439
0.311,-0.669924624,1.401201153,-0.799176663,1.485702448,0.00363455,-0.000267717,0.452425499
0.312,-0.50006074,1.250119223,-0.694035249,1.366481577,0.004087005,-0.000264579,0.452455607
0.313,-0.400410536,1.014837623,-0.321653187,1.138456899,0.004390842,-0.000261389,0.303837035
0.314,0.756068778,-0.147562506,0.850659333,-0.1527061,0.004790006,-0.000258174,0.399163435
0.315,1.03822811,-0.44687629,0.819418791,-0.11965153,0.005125516,-0.000254979,0.33550994
0.316,0.871696117,-0.202165667,0.656194378,0.049687904,0.005345446,-0.000251921,0.219930369
0.317,0.390001332,0.175621479,0.185018671,0.568903741,0.005410206,-0.000249092,0.064759986
0.318,-0.072841188,0.512039857,0.160169447,0.464925854,0.005376119,-0.000246551,-0.034087229
0.319,0.182868096,0.61417761,-0.22152091,0.791629884,0.005254086,-0.000244337,-0.122033107
0.32,-0.257273557,0.819800966,-0.433271235,0.72979239,0.005063138,-0.000242565,-0.19094781
0.321,-0.060817345,0.862578919,-0.525585881,1.007867106,0.00470298,-0.000241191,-0.360158371
0.322,-0.551505087,1.107625214,-0.836433487,1.17804327,0.004438026,-0.000240319,-0.264953153
0.323,-0.559729145,0.899428659,-1.039096996,1.21557265,0.003972264,-0.000239928,-0.465762816
0.324,-0.810509209,0.863476872,-0.900995218,1.100243069,0.003617747,-0.000240029,-0.354516733
0.325,-0.756616693,0.854107866,-0.853265824,1.009018352,0.003249206,-0.000240638,-0.368541324
0.326,-0.712707079,0.931674418,-0.918459144,0.920259999,0.002812323,-0.00024173,-0.436882942
0.327,-0.582369249,0.899250496,-0.862738111,0.873621449,0.002392813,-0.000243268,-0.41950952
0.328,-0.512828322,0.79263877,-0.738361567,0.841550229,0.001998632,-0.000245216,-0.394180813
0.329,-0.608055819,0.848319989,-0.843997093,0.888477553,0.001556203,-0.000247508,-0.442429816
0.33,-0.568131988,0.738741789,-0.792638231,0.759738229,0.001130198,-0.000250094,-0.426004112
0.331,-0.344247562,0.607875949,-0.63116006,0.625273463,0.000803628,-0.000252913,-0.326570308
0.332,-0.420238991,0.688373268,-0.70273678,0.679247535,0.000460812,-0.000255904,-0.342815976
0.333,-0.462968333,0.687655716,-0.719473241,0.686121539,0.000110436,-0.000259007,-0.350376372
0.334,-0.233399642,0.55925996,-0.516432297,0.599743042,-0.000128516,-0.000262086,-0.238951721
0.335,-0.361385406,0.64567667,-0.541638258,0.700618223,-0.000398047,-0.000265145,-0.269530803
0.336,-0.279174184,0.567840923,-0.465277938,0.65223719,-0.000611478,-0.00026811,-0.213430878
0.337,-0.305266225,0.604664036,-0.497487846,0.715667708,-0.00080771,-0.00027092,-0.196232579
0.338,-0.387683181,0.581283885,-0.489843049,0.758550876,-0.000963814,-0.000273522,-0.15610384
0.339,-0.621595709,0.783074476,-0.638564509,0.971533448,-0.001162287,-0.000275835,-0.198473129
0.34,-0.451454692,0.681317181,-0.477597811,0.660593334,-0.00124725,-0.000277823,-0.084962355
0.341,-0.555306609,0.850699562,-0.597261404,0.793050169,-0.001315411,-0.000279411,-0.068161435
0.342,-0.58553158,0.924680084,-0.664899423,0.898355226,-0.001342632,-0.000280546,-0.027220549
0.343,-0.552968984,0.903752053,-0.679439667,1.001640394,-0.001317105,-0.000281176,0.025526114
0.344,-0.723842489,0.889517642,-0.729605932,1.149532649,-0.001301278,-0.000281279,0.015827913
0.345,-0.793845947,0.889831367,-0.687066392,1.134788316,-0.001262472,-0.000280841,0.038805132
0.346,-0.447970849,0.550193325,-0.339117015,0.727316334,-0.001112636,-0.000279892,0.149836656
0.347,0.013839354,0.076681913,0.085954778,0.240694803,-0.000989152,-0.00027846,0.123483818
0.348,0.045170302,0.068914988,0.344533679,0.087522446,-0.00081233,-0.000276578,0.176821884
0.349,0.306115261,0.059227707,0.7423038,-0.226303807,-0.000599172,-0.000274291,0.213158349
0.35,0.576981779,-0.169695869,0.551466134,-0.150244285,-0.000381548,-0.000271663,0.217624115
0.351,0.441069079,-0.092382116,0.725951551,-0.274925855,-0.000156461,-0.000268775,0.22508693
0.352,0.72195245,-0.309229982,-0.311985032,0.581649432,5.35E-05,-0.000265642,0.210007038
0.353,0.160478933,0.352881864,1.118555337,-0.593807612,0.000264728,-0.000262382,0.211181761
0.354,0.728367717,-0.336455458,0.511381692,-0.024921804,0.000462931,-0.000259055,0.198203276
0.355,-0.436050787,0.952752577,-0.317870504,0.08666532,0.000638178,-0.000255814,0.175246454
0.356,0.574142341,-0.234859787,0.869504457,-0.457396328,0.000768234,-0.000252702,0.130056102
0.357,-0.472107407,0.544162517,0.010945804,0.042332718,0.000937603,-0.000249827,0.169369014
0.358,0.683848993,-0.538421319,0.62599278,-0.246657919,0.001084159,-0.000247279,0.146555829
0.359,0.442961822,-0.383117225,-0.430373481,0.583655815,0.001213818,-0.000245063,0.129659078
0.36,0.417965759,-0.378788783,0.420139878,-0.122449237,0.001313605,-0.000243329,0.099787478
0.361,-0.610056357,0.584835003,-0.53762183,0.71008277,0.001354497,-0.000242099,0.040891149
0.362,0.444232928,-0.368620263,0.255376809,-0.023614888,0.001392395,-0.000241428,0.037898533
0.363,-0.074769068,0.196195778,-0.28473851,0.389886753,0.001405928,-0.00024129,0.013532922
0.364,0.124193808,0.145851563,0.028120963,0.218489365,0.001385151,-0.000241686,-0.020777503
0.365,-0.109932391,0.317127771,-0.16205833,0.362148887,0.001350615,-0.000242588,-0.034535394
0.366,-0.051087856,0.288624161,-0.132525751,0.377380107,0.001291502,-0.000243966,-0.059112921
0.367,-0.077106357,0.297026285,-0.177974417,0.42366625,0.001223109,-0.000245769,-0.068393525
0.368,-0.131203291,0.339268732,-0.233550574,0.489288044,0.001117465,-0.000247944,-0.105643176
0.369,-0.091290167,0.359462479,-0.258938448,0.522805117,0.001016859,-0.000250441,-0.100606594
0.37,-0.102456126,0.359358052,-0.28660268,0.522434215,0.000906505,-0.000253188,-0.110353879
0.371,-0.241517575,0.469506422,-0.399762948,0.633868435,0.000739164,-0.000256111,-0.167341409
0.372,-0.161095108,0.430152595,-0.346478391,0.602141736,0.000639531,-0.000259159,-0.09963262
0.373,-0.314700684,0.579530149,-0.540046004,0.705151635,0.000443378,-0.000262221,-0.196152698
0.374,-0.354622496,0.607136134,-0.466469479,0.696785653,0.000326758,-0.000265267,-0.116620135
0.375,-0.358184479,0.694788981,-0.680340362,0.75891904,0.000108261,-0.0002682,-0.218496934
0.376,-0.386035565,0.702910228,-0.590182392,0.642244141,7.85E-07,-0.000271019,-0.107476597
0.377,0.374518195,-0.020827691,0.254127423,-0.023086211,-0.000128922,-0.000273645,-0.129706956
0.378,-0.574612591,0.918054934,-0.766886751,0.986685946,-0.000285936,-0.00027596,-0.157013394
0.379,-0.535715982,0.682774367,-0.635937178,0.792612741,-0.000416095,-0.000277934,-0.130159271
0.38,0.150149043,0.232315289,-0.184983935,0.611591622,-0.000540997,-0.000279528,-0.124901653
0.381,-0.738684497,0.873383598,-0.761840281,1.114081714,-0.000670781,-0.000280587,-0.12978474
0.382,0.046812776,0.000226123,0.231351432,0.114226437,-0.000784229,-0.000281129,-0.113447272
0.383,-0.7411397,0.802220101,-0.723893705,1.053040228,-0.000874246,-0.000281078,-0.09001717
0.384,-0.02537045,0.15885802,0.197419708,0.344167277,-0.000948657,-0.000280497,-0.074410766
0.385,-0.481569084,0.58738977,-0.381927271,0.680668096,-0.000998499,-0.000279374,-0.049842243
0.386,0.260774076,-0.067944391,0.267975856,0.097698676,-0.00105078,-0.000277755,-0.052281471
0.387,-0.676981091,0.880153552,-0.669286114,1.047887608,-0.001091108,-0.000275645,-0.040327656
0.388,0.458255627,-0.289527982,0.600781615,-0.131708065,-0.001092296,-0.000273146,-0.001188124
0.389,-0.66435655,0.908712998,-0.614208977,0.97481119,-0.00109307,-0.000270331,-0.000774305
0.39,0.66052199,-0.492593536,0.717847187,-0.272145332,-0.001039935,-0.000267281,0.053135809
0.391,-0.697737981,0.926005492,-0.663092201,1.017006142,-0.001002823,-0.000264103,0.037111262
0.392,0.713285073,-0.617233345,0.709707696,-0.292595534,-0.000914984,-0.000260869,0.08783907
0.393,-0.724986001,0.85636185,-0.643294098,0.913666368,-0.000852461,-0.000257704,0.062523123
0.394,0.687313793,-0.670943189,0.650820812,-0.267924577,-0.000734381,-0.000254685,0.118079707
0.395,-0.151630924,0.100022502,-0.303841848,0.173065812,-0.000606836,-0.000251854,0.127545043
0.396,0.592167898,-0.571417004,0.563519417,-0.191737423,-0.000470313,-0.000249388,0.136522977
0.397,-0.432683698,0.561510933,-0.515513537,0.792598093,-0.000372316,-0.000247269,0.097997655
0.398,0.535637345,-0.455151562,0.42126998,-0.110502864,-0.000271452,-0.00024561,0.100863596
0.399,-0.14107055,0.185212091,-0.137281772,0.226226582,-0.000156193,-0.000244373,0.115258911
0.4,0.513638644,-0.327431967,0.279774312,-0.034055578,-0.0000468,-0.000243626,0.109396743
0.401,0.076104698,0.10583266,-0.030300817,0.17207188,6.32E-05,-0.000243346,0.109955719
0.402,0.410717438,-0.102195268,0.179325121,0.057677195,0.000146233,-0.000243559,0.083073409
0.403,0.138633916,0.121315116,0.011363463,0.179626631,0.000230867,-0.000244239,0.084634658
0.404,0.295627886,0.017087775,0.140462465,0.120391067,0.000303441,-0.000245362,0.07257404
0.405,0.219293677,0.056755634,0.037187005,0.186110856,0.000372717,-0.000246886,0.069275624
0.406,0.2471083,0.069047659,0.086550744,0.172433123,0.000434031,-0.000248762,0.061313555
0.407,0.202311725,0.100141653,0.059659955,0.177047406,0.000489603,-0.000250936,0.055572232
0.408,0.253595515,0.058031093,0.043248518,0.187497166,0.000538462,-0.000253338,0.048859652
0.409,0.050678495,0.316444107,0.168972695,0.199014965,0.000579137,-0.000255916,0.040674135
0.41,0.597484214,-0.311172161,-0.473992745,0.021933038,0.000617593,-0.00025866,0.038456541
0.411,-0.428797662,0.768076179,0.410061251,0.723057242,0.000633551,-0.000261469,0.015957856
0.412,0.607891501,-0.35098064,-0.587899642,-0.173897143,0.000651857,-0.000264288,0.018305959
0.413,-0.506822749,0.847896194,0.518506033,0.934584423,0.000644711,-0.000267039,-0.00714586
0.414,0.684493881,-0.420381516,-0.808228125,-0.192653206,0.000655675,-0.000269651,0.010963718
0.415,-0.52381378,0.83597571,0.500205761,0.981165731,0.000641019,-0.000272057,-0.014655513
0.416,0.506795221,-0.35914167,-0.770223136,-0.116066349,0.000603796,-0.000274182,-0.037223069
0.417,-0.642755723,0.904526741,0.533783052,1.066612848,0.000558222,-0.000275962,-0.045574157
0.418,0.537646642,-0.190411877,-0.859987946,0.161291241,0.000527205,-0.000277376,-0.031016667
0.419,-0.724902365,0.853506825,0.196581434,1.105878322,0.000464262,-0.000278361,-0.062943578
0.42,0.543507957,-0.405231677,-0.098444547,-0.092820027,0.000423375,-0.000278884,-0.040886606
0.421,-0.780886641,0.852301264,-0.794832897,1.158067794,0.000360867,-0.000278875,-0.062507982
0.422,0.313125109,-0.189854791,0.365473693,0.100840602,0.000299959,-0.000278395,-0.060908264
0.423,-0.695763508,0.850729635,-0.618441111,1.042463991,0.000227237,-0.000277439,-0.07272214
0.424,0.15197909,-0.07615912,0.370649029,0.071562975,0.000170578,-0.000276081,-0.056659007
0.425,-0.74444356,0.814101803,-0.728609221,1.025399636,0.000101419,-0.000274329,-0.06915901
0.426,0.384954578,-0.315446985,0.484668563,-0.109488825,3.79E-05,-0.000272257,-0.063550906
0.427,-0.791005233,0.879382349,-0.794570457,1.0969551,-0.0000178,-0.000269901,-0.055656097
0.428,0.287358633,-0.189718919,0.423341979,-0.038602001,-0.0000763,-0.000267404,-0.058537121
0.429,-0.820594515,0.903157753,-0.801463025,1.117109456,-0.000125126,-0.000264765,-0.048800513
0.43,0.447119586,-0.400772468,0.471194015,-0.121875271,-0.000170589,-0.000262119,-0.045462868
0.431,-0.848838686,0.920323631,-0.800737623,1.12274195,-0.000222612,-0.000259508,-0.052023495
0.432,0.447456092,-0.389718222,0.394772034,0.001294611,-0.000231687,-0.000257014,-0.009074861
0.433,-0.804426666,0.927676651,-0.728058795,1.015509262,-0.000279082,-0.000254729,-0.047394579
0.434,0.44738707,-0.40050445,0.367392819,-0.056283953,-0.000298946,-0.000252654,-0.019863991
0.435,-0.67376741,0.839953082,-0.689833356,0.939714275,-0.000325837,-0.0002509,-0.026891431
0.436,0.383280759,-0.284718502,0.226994333,0.158266099,-0.000347011,-0.000249448,-0.021173625
0.437,-0.567230871,0.768572819,-0.644531497,0.878216997,-0.000367202,-0.00024838,-0.020191207
0.438,0.44557018,-0.242489992,0.290857432,0.005308874,-0.00036563,-0.000247676,0.001572006
0.439,-0.444565941,0.602396962,-0.464309242,0.613369241,-0.000367888,-0.000247356,-0.002258468
0.44,0.395903446,-0.163481667,0.213766665,0.057483488,-0.000357028,-0.000247411,0.010860294
0.441,-0.330765898,0.511973915,-0.433451931,0.577825596,-0.000342888,-0.000247836,0.014140504
0.442,0.468710075,-0.206274007,0.234782112,0.043198495,-0.000344684,-0.000248635,-0.001796788
0.443,-0.329689871,0.590852311,-0.48053519,0.685325979,-0.000332776,-0.000249779,0.011908618
0.444,0.490625153,-0.231121037,0.226368616,0.023470799,-0.000317799,-0.000251226,0.014976535
0.445,-0.351122024,0.612419806,-0.459527108,0.663428673,-0.000308622,-0.00025291,0.009177337
0.446,0.576503912,-0.303285237,0.388779021,-0.139351742,-0.000266393,-0.000254826,0.042229263
0.447,-0.499828258,0.774518221,-0.604820558,0.815512426,-0.000249922,-0.000256912,0.016471114
0.448,0.623492255,-0.422498521,0.421561236,-0.14756325,-0.000221132,-0.000259121,0.028789788
0.449,-0.486222089,0.739243099,-0.627694314,0.918125482,-0.000202085,-0.000261365,0.01904629
0.45,0.678542132,-0.480476586,0.48739126,-0.208137513,-0.000158096,-0.000263621,0.043989741
0.451,-0.455907185,0.72524152,-0.642852174,0.897271058,-0.00010593,-0.000265811,0.052165809
0.452,0.469265767,-0.337787207,0.405605079,-0.082047673,-0.000116236,-0.000267872,-0.010305921
0.453,-0.378283059,0.63427955,-0.634907805,0.811790313,-0.0000332,-0.000269777,0.083037251
0.454,0.406713891,-0.29543214,0.320491585,-0.043099754,-0.0000608,-0.000271423,-0.02761701
0.455,-0.275323584,0.558112848,-0.639926371,1.019969051,-0.0000105,-0.000272805,0.050321099
0.456,0.625275784,-0.515101619,0.500254323,-0.193368958,3.64E-05,-0.000273869,0.046923685
0.457,-0.497264363,0.851801313,-0.251776912,0.410488732,8.19E-05,-0.000274647,0.045486789
0.458,0.643323577,-0.479058208,0.581929409,-0.230325947,0.000127115,-0.000275039,0.045198945
0.459,-0.639758674,0.775169989,-0.641018674,0.970822183,0.000159936,-0.000275073,0.032820925
0.46,0.480158795,-0.392742355,0.580754157,-0.2050134,0.000193428,-0.00027473,0.033491799
0.461,-0.601147693,0.639492308,-0.723680305,0.915982051,0.000220828,-0.00027407,0.027400608
0.462,0.521202175,-0.497271554,0.52051112,-0.163910151,0.000249472,-0.000273081,0.028643916
0.463,-0.675849963,0.816374943,-0.725530299,1.00730705,0.00026176,-0.000271822,0.012287324
0.464,0.564728555,-0.518742947,0.557828765,-0.200386486,0.000295468,-0.000270318,0.033708315
0.465,-0.652406941,0.823912322,-0.688185247,0.995407434,0.000309411,-0.000268647,0.013942893
0.466,0.497407752,-0.473667034,0.541505277,-0.191391963,0.000310829,-0.000266824,0.001418085
0.467,-0.747435893,0.886022507,-0.756873746,0.986356473,0.000303199,-0.000264938,-0.00762985
0.468,0.585397131,-0.510186749,0.532056076,-0.211138945,0.000314092,-0.000263024,0.010892696
0.469,-0.763414212,0.932123855,-0.766075239,1.058966819,0.000283995,-0.000261147,-0.030096525
0.47,0.618708614,-0.518891262,0.540098313,-0.228951722,0.000302183,-0.000259342,0.018188113
0.471,-0.760506343,0.919836628,-0.765795651,0.981802985,0.000257328,-0.00025767,-0.044855079
0.472,0.54710974,-0.448296267,0.494032298,-0.207642235,0.000258706,-0.000256155,0.001377964
0.473,-0.529865775,0.740050305,-0.65460642,0.863980821,0.00026446,-0.000254853,0.005753481
0.474,0.217808331,-0.150002906,0.281387735,0.057849735,0.000164226,-0.000253783,-0.100233978
0.475,-0.45558995,0.699319693,-0.480265764,0.773271955,0.000182912,-0.000252979,0.018686642
0.476,0.284904934,-0.146292039,0.127890046,0.181651914,0.000111495,-0.000252406,-0.071417281
0.477,-0.542634184,0.833222464,-0.595112514,0.874189702,7.11E-05,-0.000252139,-0.040441931
0.478,0.454964067,-0.315407274,0.103998332,0.18161648,3.11E-05,-0.000252116,-0.039913261
0.479,-0.493284173,0.79548698,-0.669910165,0.924120736,-0.00000972,-0.000252386,-0.040858333
0.48,0.546388391,-0.320504367,0.331431476,0.045574034,-0.0000495,-0.000252906,-0.039763034
0.481,-0.525487423,0.798727689,-0.689773115,0.928500776,-0.0000907,-0.000253685,-0.041241684
0.482,0.518316721,-0.248430483,0.305923629,0.082166145,-0.000122199,-0.000254649,-0.031475685
0.483,-0.603827805,0.85888394,-0.745267216,0.978222381,-0.000165135,-0.000255831,-0.042936427
0.484,0.553354829,-0.350644224,0.398281272,-0.050616044,-0.000187864,-0.000257142,-0.022728449
0.485,-0.653247459,0.892803433,-0.743632281,1.015754142,-0.000231133,-0.000258591,-0.043268697
0.486,0.614847383,-0.454217157,0.451570094,-0.142666301,-0.000230017,-0.000260091,0.001115404
0.487,-0.68084842,0.928370996,-0.776272949,1.059217925,-0.000262258,-0.00026165,-0.032240957
0.488,0.65054376,-0.500359183,0.493051102,-0.133905421,-0.000265337,-0.000263188,-0.003079361
0.489,-0.728610669,0.950529134,-0.811045473,1.09907185,-0.000294544,-0.000264688,-0.029206536
0.49,0.701256553,-0.535265747,0.55964031,-0.213561507,-0.000269205,-0.000266099,0.025338624
0.491,-0.685122969,0.925892425,-0.785126501,1.116688634,-0.000269574,-0.000267384,-0.000368652
0.492,0.60602072,-0.459636384,0.511878848,-0.180820197,-0.000264856,-0.000268511,0.004717585
0.493,-0.628550824,0.799165143,-0.725982393,1.007975852,-0.000211771,-0.000269434,0.053085404
0.494,0.39943361,-0.343941245,0.331956067,-0.061587627,-0.000253741,-0.000270141,-0.041970188
0.495,-0.584284278,0.753301476,-0.765972041,0.998051347,-0.000201451,-0.000270613,0.052289716
0.496,0.493429375,-0.473566615,0.498289736,-0.197488142,-0.000171343,-0.000270852,0.030108265
0.497,-0.555547508,0.784042435,-0.734958388,0.994906901,-0.000127873,-0.000270878,0.043470236
0.498,0.56933384,-0.543591202,0.539763813,-0.222064169,-0.0000919,-0.000270648,0.035944199
0.499,-0.60297403,0.844611391,-0.584076584,0.781137141,-0.0000429,-0.000270229,0.048978956
0.5,0.536697022,-0.499729369,0.57485418,-0.225430129,-0.0000114,-0.000269579,0.031509632
0.501,-0.737650774,0.871387423,-0.748912588,0.882353582,3.69E-06,-0.000268789,0.015125441
0.502,0.68418135,-0.597993983,0.638088961,-0.294940452,6.75E-05,-0.000267828,0.063845854
0.503,-0.653966233,0.878059942,-0.731101789,1.023205746,8.01E-05,-0.000266788,0.012604473
0.504,0.629056192,-0.551535753,0.555802634,-0.2449467,0.000117104,-0.000265628,0.036968642
0.505,-0.568199832,0.827945244,-0.753046307,1.044387774,0.000138955,-0.00026444,0.021850885
0.506,0.579789211,-0.494431585,0.529427177,-0.216934599,0.000155818,-0.000263222,0.016863224
0.507,-0.578436111,0.781288216,-0.721082234,0.867267896,0.000189984,-0.000262037,0.034165448
0.508,0.368004013,-0.30891647,0.403258586,-0.076120674,0.000142135,-0.000260889,-0.047849036
0.509,-0.590360317,0.821881229,-0.556706527,0.956957652,0.000154451,-0.00025982,0.012315844
0.51,0.658306549,-0.523219066,0.525386716,-0.247401572,0.000188701,-0.000258851,0.034250841
0.511,-0.61070729,0.780049401,-0.609120347,0.743270151,0.00019759,-0.000257966,0.008888279
0.512,0.559302474,-0.387169091,0.411204903,-0.150141524,0.00016519,-0.000257275,-0.032399741
0.513,-0.617046723,0.826948187,-0.656000926,0.960455922,0.000157489,-0.000256734,-0.0077012
0.514,0.63253451,-0.455120136,0.445966685,-0.168686014,0.000150617,-0.000256367,-0.006872174
0.515,-0.578154999,0.84356014,-0.701415954,0.9626673,0.000128759,-0.000256181,-0.021857521
0.516,0.607821512,-0.443547097,0.430593571,-0.105656446,0.000109818,-0.000256166,-0.018940662
0.517,-0.547978957,0.831250438,-0.73863584,0.973452469,9.45E-05,-0.000256336,-0.015348101
0.518,0.519920512,-0.342541731,0.420222896,0.009831071,4.57E-05,-0.000256656,-0.048807661
0.519,-0.59925645,0.859049707,-0.700494112,0.982266354,2.53E-05,-0.000257148,-0.020344692
0.52,0.542671093,-0.419092719,0.435041037,-0.083350523,1.37E-05,-0.000257737,-0.01159655
0.521,-0.673327105,0.912010861,-0.794025242,1.037484662,-0.0000192,-0.000258475,-0.032887335
0.522,0.603027898,-0.457214654,0.457803584,-0.084051234,-0.0000385,-0.000259281,-0.019351324
0.523,-0.689849398,0.932085959,-0.748376969,1.055199419,-0.0000701,-0.000260178,-0.031600098
0.524,0.62614546,-0.538696128,0.483092669,-0.197954562,-0.0000636,-0.000261102,0.006549621
0.525,-0.72057271,0.949442705,-0.759073756,1.079157941,-0.0000895,-0.000262057,-0.025927673
0.526,0.67611348,-0.510536441,0.523565684,-0.186293725,-0.0000848,-0.000262998,0.004681678
