t,x,y,z,dx,dy,dz,ddx,ddy,ddz,speed_set,steering_set,q0,q1,q2,q3
0.015000000000000006,0.5141570552417476,0.3463968566428791,0.25373742652605735,8.423468136345708e-14,-0.15695999999999735,-7.073309482431549e-15,5.450197687255171e-11,-9.809999999989355,-2.2117573850498238e-11,0.0,0.0,1.0,2.735630532585476e-17,1.159061985136163e-15,1.6432417060033892e-15
0.016000000000000007,0.5141570552417475,0.34623008664287913,0.25373742652605735,-7.953924394526154e-14,-0.16677000000000375,-1.0871574868153912e-15,-1.6377392530871862e-10,-9.810000000006397,5.986151995616158e-12,0.0,0.0,1.0,5.2278798142893655e-17,1.1552468183763383e-15,1.7302893593085513e-15
0.017000000000000008,0.5141570552417475,0.3460535066428791,0.25373742652605735,1.588245524777235e-14,-0.17658000000002735,9.82586830417663e-15,9.542169919303389e-11,-9.810000000023605,1.0913025790992022e-11,0.0,0.0,1.0,1.0119218399306402e-16,1.1383601005626586e-15,1.6870930287186333e-15
0.01800000000000001,0.5141570552417475,0.34586711664287895,0.25373742652605735,1.1550407000182132e-14,-0.18639000000014225,2.23344514980033e-14,-4.332048247590219e-12,-9.810000000114893,1.2508583193826669e-11,0.0,0.0,1.0,5.3219432131867855e-17,1.1045350177700528e-15,1.4299977039236458e-15
0.01900000000000001,0.5141570552417476,0.3456709166428792,0.2537374265260574,9.14833909263515e-14,-0.1961999999997687,4.034721376626214e-14,7.993298392616937e-11,-9.80999999962645,1.801276226825884e-11,0.0,0.0,1.0,5.624333008497997e-17,1.024906426768505e-15,1.767824858317801e-15
0.02000000000000001,0.5141570552417476,0.3454649066428791,0.25373742652605735,-1.1330579531013898e-14,-0.20601000000007424,-6.022202200598913e-14,-1.028139704573654e-10,-9.810000000305546,-1.0056923577225127e-10,0.0,0.0,1.0,3.942007456443769e-17,1.115059023403115e-15,1.6213726605832168e-15
0.02100000000000001,0.5141570552417475,0.3452490866428791,0.2537374265260574,-6.805993651469191e-14,-0.2158199999999969,4.669561866065277e-14,-5.672935698367801e-11,-9.809999999922658,1.069176406666419e-10,0.0,0.0,1.0,4.0818946871190605e-17,1.2070124259280795e-15,1.6271315313579215e-15
0.022000000000000013,0.5141570552417475,0.34502345664287914,0.25373742652605746,-2.7706764303860914e-14,-0.22563000000000127,5.053482991338816e-14,4.035317221083099e-11,-9.81000000000437,3.839211252735392e-12,0.0,0.0,1.0,9.126038220985983e-17,1.0699227216978296e-15,1.6485673284874882e-15
0.023000000000000013,0.5141570552417476,0.3447880166428791,0.25373742652605735,5.619585299298922e-14,-0.23544000000001636,-9.032672381540588e-14,8.390261729685013e-11,-9.810000000015084,-1.4086155372879405e-10,0.0,0.0,1.0,5.950284906452937e-17,1.1727926606037115e-15,1.5867987759952195e-15
0.024000000000000014,0.5141570552417476,0.3445427666428791,0.2537374265260574,-2.247776519486464e-14,-0.2452500000000237,3.7377025092736e-14,-7.867361818785386e-11,-9.81000000000734,1.2770374890814187e-10,0.0,0.0,1.0,6.982931047488614e-17,1.1794430092491679e-15,1.6107634144503315e-15
0.025000000000000015,0.5141570552417476,0.3442877066428791,0.2537374265260574,9.428440627331342e-15,-0.25505999999998136,-6.719719434176574e-15,3.190620582219598e-11,-9.809999999957657,-4.409674452691257e-11,0.0,0.0,1.0,9.782198786548948e-17,1.1401076563533547e-15,1.6151640657364132e-15
0.026000000000000016,0.5141570552417476,0.3440228366428791,0.2537374265260574,-1.977979489056658e-14,-0.2648700000000008,-3.064935401014415e-15,-2.920823551789792e-11,-9.81000000001947,3.654784033162159e-12,0.0,0.0,1.0,4.001399943952282e-17,1.1816617582831468e-15,1.6537491992436672e-15
0.027000000000000017,0.5141570552417475,0.3437481566428791,0.2537374265260574,-1.0285000593016501e-13,-0.2746799999999861,1.2596014467338403e-14,-8.307021103959843e-11,-9.809999999985274,1.566094986835282e-11,0.0,0.0,1.0,3.070425223893904e-17,1.1470740959010564e-15,1.6566727372083402e-15
0.028000000000000018,0.5141570552417475,0.34346366664287914,0.25373742652605735,-5.381116985572476e-15,-0.28448999999998226,-5.2047791307845606e-14,9.746888894459253e-11,-9.809999999996155,-6.4643805775184e-11,0.0,0.0,1.0,3.846837529503943e-17,1.204412142859862e-15,1.6763751554953279e-15
0.02900000000000002,0.5141570552417475,0.3431693666428791,0.2537374265260574,3.152321664763795e-14,-0.2942999999999988,4.8973707300090426e-14,3.6904333633210427e-11,-9.810000000016528,1.0102149860793603e-10,0.0,0.0,1.0,3.7316268001373166e-17,1.16075954441363e-15,1.6597718293871143e-15
0.03000000000000002,0.5141570552417475,0.3428652566428791,0.2537374265260574,2.4288358999280106e-14,-0.3041100000000042,2.158494694562215e-14,-7.234857648357843e-12,-9.810000000005425,-2.7388760354468277e-11,0.0,0.0,1.0,5.410138386996412e-17,1.12617373950643e-15,1.6695320162729842e-15
0.03100000000000002,0.5141570552417475,0.3425513366428791,0.2537374265260574,2.3997764087230215e-15,-0.3139199999999842,-1.1237822166677063e-14,-2.1888582590557085e-11,-9.80999999998,-3.2822769112299215e-11,0.0,0.0,1.0,4.5265288233112744e-17,1.1175340211881258e-15,1.6736029185201676e-15
0.03200000000000002,0.5141570552417476,0.3422276066428791,0.25373742652605735,5.808237823826629e-14,-0.32373000000000524,-5.2174772606156926e-14,5.568260182954327e-11,-9.810000000021024,-4.0936950439479864e-11,0.0,0.0,1.0,3.3590741375623945e-17,1.1059572409175076e-15,1.6529939015208826e-15
0.03300000000000002,0.5141570552417476,0.34189406664287914,0.2537374265260574,1.794425760634156e-14,-0.3335399999999885,4.936176750426172e-14,-4.013812063192473e-11,-9.809999999983276,1.0153654011041865e-10,0.0,0.0,1.0,6.059364909392859e-18,1.046919454219611e-15,1.5994990313373151e-15
0.03400000000000002,0.5141570552417476,0.3415507166428791,0.2537374265260574,-4.282023050679233e-14,-0.3433500000000446,2.1033852823674057e-14,-6.076448811313389e-11,-9.810000000056107,-2.8327914680587663e-11,0.0,0.0,1.0,4.8399851718339965e-18,1.024803867747375e-15,1.644144814522734e-15
0.035000000000000024,0.5141570552417475,0.3411975566428791,0.25373742652605746,-7.100181335464516e-14,-0.35316000000001485,5.754734701212586e-14,-2.818158284785283e-11,-9.80999999997023,3.65134941884518e-11,0.0,0.0,1.0,-1.8921678334304567e-17,1.076438114260045e-15,1.6601495692536367e-15
0.036000000000000025,0.5141570552417476,0.34083458664287913,0.25373742652605746,9.871500715728261e-14,-0.3629699999999588,7.62364057154386e-15,1.6971682051192777e-10,-9.809999999943974,-4.9923706440582e-11,0.0,0.0,1.0,1.5494415266633837e-17,1.2113990157858675e-15,1.6914948493414825e-15
0.037000000000000026,0.5141570552417476,0.3404618066428791,0.25373742652605746,-1.8870274195855655e-15,-0.3727800000000028,-9.34298609842367e-15,-1.0060203457686818e-10,-9.81000000004395,-1.696662666996753e-11,0.0,0.0,1.0,1.0680128470694213e-16,1.0027301030644828e-15,1.6727165517173077e-15
0.03800000000000003,0.5141570552417476,0.3400792166428791,0.2537374265260574,-1.3555922498785493e-14,-0.38259000000000587,-2.944934257272489e-14,-1.1668895079199927e-11,-9.810000000003093,-2.010635647430122e-11,0.0,0.0,1.0,5.22334370046344e-17,1.1043908767380483e-15,1.7047159028908182e-15
0.03900000000000003,0.5141570552417476,0.33968681664287914,0.2537374265260574,-7.915053547744065e-15,-0.392399999999963,9.349979196889449e-15,5.640868951041429e-12,-9.809999999957132,3.879932176961434e-11,0.0,0.0,1.0,1.0184397219803935e-16,1.1478014753607883e-15,1.6587858651468451e-15
0.04000000000000003,0.5141570552417476,0.3392846066428792,0.2537374265260574,-7.915169530936477e-15,-0.402209999999963,9.349644189720706e-15,-1.1598319241242755e-16,-9.809999999999985,-3.350071687431391e-16,0.0,0.0,1.0,1.5145436972811944e-16,1.1912089673149471e-15,1.6128562092727488e-15
0.04100000000000003,0.5141570552417476,0.33887258664287917,0.2537374265260575,-3.673408871152399e-14,-0.41202000000003725,8.564966907989777e-14,-2.8818919180587512e-11,-9.81000000007426,7.630002489017707e-11,0.0,0.0,1.0,2.476117005095035e-17,1.1861201789376893e-15,1.7281640188455986e-15
0.04200000000000003,0.5141570552417475,0.33845075664287916,0.25373742652605746,-7.685979756929237e-14,-0.4218300000000297,-7.441228146470692e-14,-4.012570885776838e-11,-9.809999999992435,-1.600619505446047e-10,0.0,0.0,1.0,1.099731016228836e-16,1.1417761569099708e-15,1.6584087634171953e-15
0.04300000000000003,0.5141570552417475,0.33801911664287915,0.25373742652605746,2.5887029703027988e-14,-0.4316400000000168,-2.4939625233037366e-14,1.0274682727232035e-10,-9.809999999987106,4.947265623166956e-11,0.0,0.0,1.0,5.1568760583393103e-17,1.1108159011932731e-15,1.690822784608e-15
0.04400000000000003,0.5141570552417475,0.33757766664287914,0.25373742652605746,1.1304860092162636e-14,-0.44145000000001217,9.967894524496521e-15,-1.4582169610865355e-11,-9.809999999995378,3.490751975753389e-11,0.0,0.0,1.0,6.114890639492711e-17,1.086416503177742e-15,1.7143979214127083e-15
0.04500000000000003,0.5141570552417475,0.33712640664287913,0.25373742652605746,-1.0903427072199696e-14,-0.4512600000000149,2.1660663267722093e-14,-2.2208287164362332e-11,-9.810000000002761,1.1692768743225573e-11,0.0,0.0,1.0,8.364722185767141e-17,1.0627549954747204e-15,1.7275540032944047e-15
0.046000000000000034,0.5141570552417475,0.3366653366428791,0.25373742652605746,-7.294527381475036e-15,-0.4610699999999872,-1.7273348288189205e-14,3.6088996907246593e-12,-9.809999999972286,-3.8934011555911297e-11,0.0,0.0,1.0,7.810636757692622e-17,1.016041581213655e-15,1.6764013953454362e-15
0.047000000000000035,0.5141570552417474,0.3361944566428791,0.25373742652605746,-6.710082170169038e-14,-0.47087999999998725,5.8706158299201695e-15,-5.980629432021535e-11,-9.810000000000041,2.3143964118109376e-11,0.0,0.0,1.0,9.691515619202165e-17,1.095262881066021e-15,1.6862513775613853e-15
0.048000000000000036,0.5141570552417475,0.3357137666428791,0.2537374265260574,1.0554879314011644e-13,-0.4806900000000046,-4.297727007963278e-14,1.7264961484180684e-10,-9.81000000001736,-4.884788590955295e-11,0.0,0.0,1.0,1.0318069714095651e-16,1.1102630177156677e-15,1.6794724528530646e-15
0.04900000000000004,0.5141570552417475,0.3352232666428791,0.25373742652605746,-1.583441455077846e-15,-0.4904999999999781,3.195477066020811e-14,-1.0713223459519429e-10,-9.809999999973506,7.493204073984088e-11,0.0,0.0,1.0,7.511763325723549e-17,1.0978814647406262e-15,1.6905320882512041e-15
0.05000000000000004,0.5141570552417475,0.33472295664287915,0.2537374265260574,-3.879063463813575e-14,-0.5003099999999748,-6.791561324657581e-14,-3.72071931830579e-11,-9.80999999999671,-9.987038390678392e-11,0.0,0.0,1.0,9.396380919533865e-17,9.172326746044241e-16,1.6233104308947393e-15
0.05100000000000004,0.5141570552417475,0.3342128366428791,0.2537374265260574,-2.963269334345027e-14,-0.5101200000000503,1.5609774914914137e-14,9.157941294685479e-12,-9.81000000007548,8.352538816148995e-11,0.0,0.0,1.0,6.618389842511825e-17,1.0901517599003e-15,1.6429905130601636e-15
0.05200000000000004,0.5141570552417475,0.3336929066428791,0.2537374265260574,5.530301235613877e-14,-0.5199299999999839,1.011780009732792e-14,8.493570569958904e-11,-9.809999999933595,-5.4919748175862165e-12,0.0,0.0,1.0,8.491790353224895e-17,1.1665178026248278e-15,1.640350081053959e-15
0.05300000000000004,0.5141570552417475,0.3331631666428791,0.2537374265260574,5.828099741181564e-15,-0.5297399999999878,-2.5261851248098256e-16,-4.94749126149572e-11,-9.810000000003871,-1.0370418609808903e-11,0.0,0.0,1.0,1.05202947404602e-16,1.0909114612136317e-15,1.6684827201347804e-15
0.05400000000000004,0.5141570552417475,0.3326236166428791,0.2537374265260574,7.176853485561447e-15,-0.5395499999999925,8.211905834896333e-15,1.3487537443798825e-12,-9.81000000000476,8.464524347377316e-12,0.0,0.0,1.0,9.513388721733919e-17,1.0523729388012403e-15,1.666424456561208e-15
0.05500000000000004,0.5141570552417475,0.3320742566428791,0.2537374265260574,1.1191710288572885e-14,-0.5493599999999975,7.241190271687196e-15,4.014856803011438e-12,-9.810000000004981,-9.707155632091367e-13,0.0,0.0,1.0,-9.367078577194033e-17,1.0769656383436588e-15,1.6602620496823881e-15
0.05600000000000004,0.5141570552417475,0.33151508664287915,0.2537374265260574,3.204576095092272e-14,-0.5591699999999586,-1.0652528617958857e-14,2.0854050662349837e-11,-9.809999999961128,-1.789371888964605e-11,0.0,0.0,1.0,1.1413377055252772e-16,8.750705940027502e-16,1.6903705737452603e-15
0.057000000000000044,0.5141570552417475,0.3309461066428791,0.2537374265260574,4.411230552616453e-14,-0.5689800000000275,-1.3170334985146063e-14,1.2066544575241805e-11,-9.810000000068818,-2.5178063671872065e-12,0.0,0.0,1.0,9.35274348746944e-17,1.1330420298029498e-15,1.694411724044525e-15
0.058000000000000045,0.5141570552417475,0.3303673166428791,0.2537374265260574,-6.1490584494167e-15,-0.5787899999999909,1.0267088087034605e-14,-5.026136397558123e-11,-9.809999999963459,2.343742307218067e-11,0.0,0.0,1.0,9.341236876563005e-17,1.2631133144031555e-15,1.6874968637406331e-15
0.059000000000000045,0.5141570552417475,0.3297787166428791,0.2537374265260574,-4.57970195086087e-15,-0.5886000000000059,1.2745799126282884e-14,1.5693564985558298e-12,-9.810000000014973,2.4787110392482796e-12,0.0,0.0,1.0,1.2390532859548784e-16,9.130391969740969e-16,1.6772927628731955e-15
0.060000000000000046,0.5141570552417475,0.3291803066428791,0.2537374265260574,3.964744748272556e-14,-0.5984099999999664,-5.411403815493385e-16,4.422714943358643e-11,-9.80999999996046,-1.3286939507832222e-11,0.0,0.0,1.0,1.341563230995713e-16,1.2289743846965977e-15,1.795300309119533e-15
0.06100000000000005,0.5141570552417475,0.3285720866428793,0.2537374265260574,5.424432328082656e-14,-0.6082199999998337,-8.342836055324014e-15,1.4596875798101e-11,-9.809999999867314,-7.801695673774676e-12,0.0,0.0,1.0,1.2412991370882212e-16,1.1874965300421807e-15,1.656436468980497e-15
0.06200000000000005,0.5141570552417475,0.32795405664287924,0.2537374265260574,2.844441805358334e-14,-0.6180300000000493,2.2211950960116716e-14,-2.5799905227243217e-11,-9.810000000215592,3.055478701544073e-11,0.0,0.0,1.0,1.0770965043552665e-16,1.312262588422294e-15,1.687856856290733e-15
0.06300000000000004,0.5141570552417475,0.32732621664287914,0.2537374265260574,3.3386014020473587e-15,-0.6278400000001059,-1.2005363933402211e-14,-2.5105816651535982e-11,-9.810000000056608,-3.421731489351893e-11,0.0,0.0,1.0,1.0863248337549851e-16,1.2684574007271942e-15,1.7326740282265013e-15
0.06400000000000004,0.5141570552417474,0.32668856664287915,0.25373742652605746,-6.437094223896225e-14,-0.6376499999999837,3.6109195925777115e-14,-6.770954364100961e-11,-9.80999999987786,4.811455985917932e-11,0.0,0.0,1.0,9.627213086653794e-17,1.213239898732653e-15,1.7344730318766514e-15
0.06500000000000004,0.5141570552417475,0.32604110664287916,0.2537374265260574,7.079544367733855e-14,-0.6474600000000043,-3.5603540296663186e-14,1.351663859163008e-10,-9.810000000020525,-7.17127362224403e-11,0.0,0.0,1.0,7.596373840815411e-17,1.2280526946567836e-15,1.7620498231876993e-15
0.06600000000000004,0.5141570552417475,0.3253838366428791,0.25373742652605746,-1.4549646639676704e-15,-0.6572700000000196,3.457706011615634e-14,-7.225040834130622e-11,-9.810000000015307,7.018060041281952e-11,0.0,0.0,1.0,1.2328247358381262e-16,1.1776070161167284e-15,1.7351888081760087e-15
0.06700000000000005,0.5141570552417475,0.3247167566428791,0.2537374265260575,-1.4543237721730661e-15,-0.6670800000000197,3.457651463583542e-14,6.408917946043095e-16,-9.810000000000096,-5.454803209176924e-16,0.0,0.0,1.0,1.7060204905372696e-16,1.1271645562173168e-15,1.7083289987163861e-15
0.06800000000000005,0.5141570552417475,0.32403986664287915,0.25373742652605746,1.8696329087109372e-14,-0.6768899999999238,-4.887388558387704e-14,2.015065285928244e-11,-9.809999999904173,-8.345040021971246e-11,0.0,0.0,1.0,1.2195452421658072e-16,1.2617935239800288e-15,1.7080001142230816e-15
0.06900000000000005,0.5141570552417475,0.3233531666428791,0.2537374265260575,-5.488888539631368e-15,-0.6867000000000137,3.002892636428364e-14,-2.418521762674074e-11,-9.810000000089914,7.890281194816067e-11,0.0,0.0,1.0,1.1545826755915954e-16,1.2301725619619809e-15,1.7154012022782985e-15
0.07000000000000005,0.5141570552417475,0.3226566566428791,0.25373742652605746,-4.804239886170118e-15,-0.6965099999999721,-7.220375820396388e-14,6.846486534612496e-13,-9.809999999958352,-1.0223268456824752e-10,0.0,0.0,1.0,1.0337682163971984e-16,1.1871045712994212e-15,1.7192530474257675e-15
0.07100000000000005,0.5141570552417476,0.3219503366428791,0.2537374265260574,7.459819872826118e-14,-0.7063200000000317,-5.926245054469699e-14,7.94024386144313e-11,-9.810000000059604,1.294130765926689e-11,0.0,0.0,1.0,1.6382896447486607e-16,8.558843052136757e-16,1.9788934275152533e-15
0.07200000000000005,0.5141570552417475,0.3212342066428791,0.2537374265260574,-9.459184230079188e-14,-0.7161299999999727,1.3414851090231583e-14,-1.6919004102905307e-10,-9.809999999941033,7.267730163492857e-11,0.0,0.0,1.0,1.0580131311633069e-16,1.269360103444659e-15,1.836586866234352e-15
0.07300000000000005,0.5141570552417475,0.3205082666428791,0.25373742652605746,-1.0785987870984227e-14,-0.7259399999999655,4.012945453363152e-14,8.380585442980766e-11,-9.809999999992769,2.671460344339994e-11,0.0,0.0,1.0,1.2611598946947366e-16,1.2438042613372441e-15,1.7672308763241896e-15
0.07400000000000005,0.5141570552417475,0.31977251664287915,0.2537374265260574,-2.2621755347170154e-14,-0.7357499999999813,-4.892460940977128e-14,-1.1835767476185927e-11,-9.810000000015751,-8.90540639434028e-11,0.0,0.0,1.0,1.5117402256309092e-16,1.2734312765137176e-15,1.735649216982497e-15
0.07500000000000005,0.5141570552417475,0.3190269566428791,0.2537374265260574,9.008211390055024e-15,-0.7455600000000082,-1.487374989777092e-14,3.1629966737225184e-11,-9.810000000026964,3.405085951200036e-11,0.0,0.0,1.0,-3.130792159902161e-17,1.2030480684428983e-15,1.6792726075834766e-15
0.07600000000000005,0.5141570552417475,0.31827158664287913,0.2537374265260574,-4.345470522407892e-14,-0.7553699999999851,-5.849432993025677e-15,-5.246291661413394e-11,-9.809999999976892,9.024316904745242e-12,0.0,0.0,1.0,1.4512229457615074e-16,1.1926685109245461e-15,1.668775637839408e-15
0.07700000000000005,0.5141570552417475,0.31750640664287916,0.2537374265260574,5.549766311249344e-14,-0.7651799999999852,-1.783693641089374e-14,9.895236833657236e-11,-9.810000000000096,-1.1987503417868061e-11,0.0,0.0,1.0,1.3098608312245195e-16,1.125708180049614e-15,1.6769062332994202e-15
0.07800000000000006,0.5141570552417475,0.3167314166428791,0.25373742652605746,-4.223768106973794e-14,-0.7749900000000035,3.5522476228011225e-14,-9.773534418223138e-11,-9.810000000018304,5.335941263890497e-11,0.0,0.0,1.0,2.083771510654398e-16,1.0664814108488884e-15,1.6949519649689578e-15
0.07900000000000006,0.5141570552417475,0.3159466166428791,0.2537374265260574,-4.9282857135851746e-14,-0.7848000000000387,-3.340007925876456e-14,-7.0451760661138045e-12,-9.81000000003518,-6.892255548677578e-11,0.0,0.0,1.0,1.9587902976538667e-16,1.1578726057783806e-15,1.717974510945786e-15
0.08000000000000006,0.5141570552417475,0.3151520066428792,0.25373742652605746,1.2676164070645352e-14,-0.7946099999999394,3.819418552437225e-14,6.195902120649709e-11,-9.809999999900732,7.159426478313681e-11,0.0,0.0,1.0,1.8318845158515657e-18,1.124661329295721e-15,1.6723015350761855e-15
0.08100000000000006,0.5141570552417475,0.31434758664287915,0.2537374265260574,2.805947561969502e-14,-0.8044200000000129,-7.061369581457633e-14,1.5383311549049666e-11,-9.810000000073483,-1.0880788133894857e-10,0.0,0.0,1.0,1.1050844053526947e-16,1.1987703516207126e-15,1.6433981665801959e-15
0.08200000000000006,0.5141570552417474,0.3135333566428792,0.2537374265260574,-6.355416069391795e-14,-0.8142299999999876,1.4531618529792258e-14,-9.161363631361297e-11,-9.809999999974671,8.514531434436858e-11,0.0,0.0,1.0,1.121653592210271e-16,1.134396870771032e-15,1.7010684576359974e-15
0.08300000000000006,0.5141570552417475,0.31270931664287915,0.2537374265260574,1.1511798317260283e-13,-0.8240400000000098,7.0357264145587375e-15,1.7867214386652077e-10,-9.810000000022189,-7.49589211523352e-12,0.0,0.0,1.0,1.3953787474844052e-16,1.2715265804523837e-15,1.7037138755497831e-15
0.08400000000000006,0.5141570552417475,0.3118754666428792,0.2537374265260574,3.017960953859475e-14,-0.8338499999999707,1.857437379926907e-14,-8.493837363400808e-11,-9.809999999960905,1.1538647384710333e-11,0.0,0.0,1.0,9.686129231958438e-17,8.786757272519874e-16,1.6306906131252973e-15
0.08500000000000006,0.5141570552417475,0.3110318066428792,0.25373742652605746,2.5563358641934077e-14,-0.8436599999999937,5.4306266906558575e-14,-4.616250896660673e-12,-9.810000000023077,3.57318931072895e-11,0.0,0.0,1.0,1.1214013067177737e-16,1.378277656781824e-15,1.6273860739006424e-15
0.08600000000000006,0.5141570552417475,0.3101783366428792,0.25373742652605746,-1.4010456754607916e-14,-0.8534700000000321,1.800905584429593e-15,-3.957381539654199e-11,-9.8100000000384,-5.2505361322128984e-11,0.0,0.0,1.0,1.211158792640305e-16,1.3300526308182563e-15,1.6563944695658858e-15
0.08700000000000006,0.5141570552417474,0.30931505664287917,0.25373742652605746,-6.970283025234585e-14,-0.8632799999999982,-1.2049175502158674e-15,-5.569237349773794e-11,-9.809999999966013,-3.0058231346454603e-12,0.0,0.0,1.0,1.3914013938235098e-16,1.2156205030683586e-15,1.7762792588986353e-15
0.08800000000000006,0.5141570552417475,0.3084419666428792,0.25373742652605746,8.015457911327316e-14,-0.8730899999999775,9.363024732107745e-15,1.49857409365619e-10,-9.809999999979336,1.0567942282323612e-11,0.0,0.0,1.0,1.1510235419709804e-16,1.2476792864090479e-15,1.7387214041451693e-15
0.08900000000000007,0.5141570552417476,0.3075590666428795,0.2537374265260576,8.997444405718323e-14,-0.8828999999996806,1.0412101890112108e-13,9.819864943910066e-12,-9.809999999703113,9.475799416901334e-11,0.0,0.0,1.0,2.2250113498250786e-16,1.2992569393156388e-15,1.973798574866259e-15
0.09000000000000007,0.5141570552417475,0.30666635664287917,0.2537374265260575,-1.5799767286825595e-13,-0.8927100000003398,-6.487630708124494e-14,-2.479721169254392e-10,-9.810000000659237,-1.6899732598236601e-10,0.0,0.0,1.0,5.874616767519025e-17,1.3541612076687498e-15,1.6795505460155146e-15
0.09100000000000007,0.5141570552417475,0.3057638366428792,0.2537374265260575,-4.6853598435819e-14,-0.9025199999999737,-2.7389647061679726e-14,1.1114407443243696e-10,-9.809999999633835,3.748666001956521e-11,0.0,0.0,1.0,1.1917208083212417e-16,1.2100331571972187e-15,1.7274793290815854e-15
0.09200000000000007,0.5141570552417474,0.3048515066428792,0.25373742652605746,-6.114114242345347e-14,-0.9123300000000242,-3.886562989156082e-14,-1.4287543987634468e-11,-9.8100000000505,-1.1475982829881095e-11,0.0,0.0,1.0,1.0568267212985206e-16,1.1528276751966207e-15,1.7198236694250667e-15
