t,x,y,z,dx,dy,dz,ddx,ddy,ddz,speed_set,steering_set
0.010000000000000002,0.5141570552417476,0.3470835566428791,0.25373742652605735,-8.209021276058914e-15,-0.10791000000001728,6.9615986328852245e-15,-5.19447766090686e-11,-9.810000000045061,2.5104029878479432e-11,0.0,0.0
0.011000000000000003,0.5141570552417476,0.34696583664287906,0.25373742652605735,-1.932266387737604e-14,-0.11772000000002125,1.4722106054782798e-14,-1.1113642601317127e-11,-9.810000000003969,7.760507421897574e-12,0.0,0.0
0.012000000000000004,0.5141570552417475,0.34683830664287907,0.25373742652605735,-8.398073786928305e-14,-0.12752999999996498,2.1981359910932813e-15,-6.4658073991907e-11,-9.809999999943726,-1.2523970063689516e-11,0.0,0.0
0.013000000000000005,0.5141570552417475,0.3467009666428791,0.25373742652605735,3.8372216457355095e-14,-0.13733999999996155,1.8062785809396227e-14,1.2235295432663812e-10,-9.809999999996572,1.5864649818302948e-11,0.0,0.0
0.014000000000000005,0.5141570552417475,0.3465538166428791,0.25373742652605735,2.9732704490905367e-14,-0.147150000000008,1.504426436806669e-14,-8.639511966449729e-12,-9.810000000046449,-3.0185214413295372e-12,0.0,0.0
0.015000000000000006,0.5141570552417476,0.3463968566428791,0.25373742652605735,8.423468136345708e-14,-0.15695999999999735,-7.073309482431549e-15,5.450197687255171e-11,-9.809999999989355,-2.2117573850498238e-11,0.0,0.0
0.016000000000000007,0.5141570552417475,0.34623008664287913,0.25373742652605735,-7.953924394526154e-14,-0.16677000000000375,-1.0871574868153912e-15,-1.6377392530871862e-10,-9.810000000006397,5.986151995616158e-12,0.0,0.0
0.017000000000000008,0.5141570552417475,0.3460535066428791,0.25373742652605735,1.588245524777235e-14,-0.17658000000002735,9.82586830417663e-15,9.542169919303389e-11,-9.810000000023605,1.0913025790992022e-11,0.0,0.0
0.01800000000000001,0.5141570552417475,0.34586711664287895,0.25373742652605735,1.1550407000182132e-14,-0.18639000000014225,2.23344514980033e-14,-4.332048247590219e-12,-9.810000000114893,1.2508583193826669e-11,0.0,0.0
0.01900000000000001,0.5141570552417476,0.3456709166428792,0.2537374265260574,9.14833909263515e-14,-0.1961999999997687,4.034721376626214e-14,7.993298392616937e-11,-9.80999999962645,1.801276226825884e-11,0.0,0.0
0.02000000000000001,0.5141570552417476,0.3454649066428791,0.25373742652605735,-1.1330579531013898e-14,-0.20601000000007424,-6.022202200598913e-14,-1.028139704573654e-10,-9.810000000305546,-1.0056923577225127e-10,0.0,0.0
0.02100000000000001,0.5141570552417475,0.3452490866428791,0.2537374265260574,-6.805993651469191e-14,-0.2158199999999969,4.669561866065277e-14,-5.672935698367801e-11,-9.809999999922658,1.069176406666419e-10,0.0,0.0
0.022000000000000013,0.5141570552417475,0.34502345664287914,0.25373742652605746,-2.7706764303860914e-14,-0.22563000000000127,5.053482991338816e-14,4.035317221083099e-11,-9.81000000000437,3.839211252735392e-12,0.0,0.0
0.023000000000000013,0.5141570552417476,0.3447880166428791,0.25373742652605735,5.619585299298922e-14,-0.23544000000001636,-9.032672381540588e-14,8.390261729685013e-11,-9.810000000015084,-1.4086155372879405e-10,0.0,0.0
0.024000000000000014,0.5141570552417476,0.3445427666428791,0.2537374265260574,-2.247776519486464e-14,-0.2452500000000237,3.7377025092736e-14,-7.867361818785386e-11,-9.81000000000734,1.2770374890814187e-10,0.0,0.0
0.025000000000000015,0.5141570552417476,0.3442877066428791,0.2537374265260574,9.428440627331342e-15,-0.25505999999998136,-6.719719434176574e-15,3.190620582219598e-11,-9.809999999957657,-4.409674452691257e-11,0.0,0.0
0.026000000000000016,0.5141570552417476,0.3440228366428791,0.2537374265260574,-1.977979489056658e-14,-0.2648700000000008,-3.064935401014415e-15,-2.920823551789792e-11,-9.81000000001947,3.654784033162159e-12,0.0,0.0
0.027000000000000017,0.5141570552417475,0.3437481566428791,0.2537374265260574,-1.0285000593016501e-13,-0.2746799999999861,1.2596014467338403e-14,-8.307021103959843e-11,-9.809999999985274,1.566094986835282e-11,0.0,0.0
0.028000000000000018,0.5141570552417475,0.34346366664287914,0.25373742652605735,-5.381116985572476e-15,-0.28448999999998226,-5.2047791307845606e-14,9.746888894459253e-11,-9.809999999996155,-6.4643805775184e-11,0.0,0.0
0.02900000000000002,0.5141570552417475,0.3431693666428791,0.2537374265260574,3.152321664763795e-14,-0.2942999999999988,4.8973707300090426e-14,3.6904333633210427e-11,-9.810000000016528,1.0102149860793603e-10,0.0,0.0
0.03000000000000002,0.5141570552417475,0.3428652566428791,0.2537374265260574,2.4288358999280106e-14,-0.3041100000000042,2.158494694562215e-14,-7.234857648357843e-12,-9.810000000005425,-2.7388760354468277e-11,0.0,0.0
0.03100000000000002,0.5141570552417475,0.3425513366428791,0.2537374265260574,2.3997764087230215e-15,-0.3139199999999842,-1.1237822166677063e-14,-2.1888582590557085e-11,-9.80999999998,-3.2822769112299215e-11,0.0,0.0
0.03200000000000002,0.5141570552417476,0.3422276066428791,0.25373742652605735,5.808237823826629e-14,-0.32373000000000524,-5.2174772606156926e-14,5.568260182954327e-11,-9.810000000021024,-4.0936950439479864e-11,0.0,0.0
0.03300000000000002,0.5141570552417476,0.34189406664287914,0.2537374265260574,1.794425760634156e-14,-0.3335399999999885,4.936176750426172e-14,-4.013812063192473e-11,-9.809999999983276,1.0153654011041865e-10,0.0,0.0
0.03400000000000002,0.5141570552417476,0.3415507166428791,0.2537374265260574,-4.282023050679233e-14,-0.3433500000000446,2.1033852823674057e-14,-6.076448811313389e-11,-9.810000000056107,-2.8327914680587663e-11,0.0,0.0
0.035000000000000024,0.5141570552417475,0.3411975566428791,0.25373742652605746,-7.100181335464516e-14,-0.35316000000001485,5.754734701212586e-14,-2.818158284785283e-11,-9.80999999997023,3.65134941884518e-11,0.0,0.0
0.036000000000000025,0.5141570552417476,0.34083458664287913,0.25373742652605746,9.871500715728261e-14,-0.3629699999999588,7.62364057154386e-15,1.6971682051192777e-10,-9.809999999943974,-4.9923706440582e-11,0.0,0.0
0.037000000000000026,0.5141570552417476,0.3404618066428791,0.25373742652605746,-1.8870274195855655e-15,-0.3727800000000028,-9.34298609842367e-15,-1.0060203457686818e-10,-9.81000000004395,-1.696662666996753e-11,0.0,0.0
0.03800000000000003,0.5141570552417476,0.3400792166428791,0.2537374265260574,-1.3555922498785493e-14,-0.38259000000000587,-2.944934257272489e-14,-1.1668895079199927e-11,-9.810000000003093,-2.010635647430122e-11,0.0,0.0
0.03900000000000003,0.5141570552417476,0.33968681664287914,0.2537374265260574,-7.915053547744065e-15,-0.392399999999963,9.349979196889449e-15,5.640868951041429e-12,-9.809999999957132,3.879932176961434e-11,0.0,0.0
0.04000000000000003,0.5141570552417476,0.3392846066428792,0.2537374265260574,-7.915169530936477e-15,-0.402209999999963,9.349644189720706e-15,-1.1598319241242755e-16,-9.809999999999985,-3.350071687431391e-16,0.0,0.0
0.04100000000000003,0.5141570552417476,0.33887258664287917,0.2537374265260575,-3.673408871152399e-14,-0.41202000000003725,8.564966907989777e-14,-2.8818919180587512e-11,-9.81000000007426,7.630002489017707e-11,0.0,0.0
0.04200000000000003,0.5141570552417475,0.33845075664287916,0.25373742652605746,-7.685979756929237e-14,-0.4218300000000297,-7.441228146470692e-14,-4.012570885776838e-11,-9.809999999992435,-1.600619505446047e-10,0.0,0.0
0.04300000000000003,0.5141570552417475,0.33801911664287915,0.25373742652605746,2.5887029703027988e-14,-0.4316400000000168,-2.4939625233037366e-14,1.0274682727232035e-10,-9.809999999987106,4.947265623166956e-11,0.0,0.0
0.04400000000000003,0.5141570552417475,0.33757766664287914,0.25373742652605746,1.1304860092162636e-14,-0.44145000000001217,9.967894524496521e-15,-1.4582169610865355e-11,-9.809999999995378,3.490751975753389e-11,0.0,0.0
0.04500000000000003,0.5141570552417475,0.33712640664287913,0.25373742652605746,-1.0903427072199696e-14,-0.4512600000000149,2.1660663267722093e-14,-2.2208287164362332e-11,-9.810000000002761,1.1692768743225573e-11,0.0,0.0
0.046000000000000034,0.5141570552417475,0.3366653366428791,0.25373742652605746,-7.294527381475036e-15,-0.4610699999999872,-1.7273348288189205e-14,3.6088996907246593e-12,-9.809999999972286,-3.8934011555911297e-11,0.0,0.0
0.047000000000000035,0.5141570552417474,0.3361944566428791,0.25373742652605746,-6.710082170169038e-14,-0.47087999999998725,5.8706158299201695e-15,-5.980629432021535e-11,-9.810000000000041,2.3143964118109376e-11,0.0,0.0
0.048000000000000036,0.5141570552417475,0.3357137666428791,0.2537374265260574,1.0554879314011644e-13,-0.4806900000000046,-4.297727007963278e-14,1.7264961484180684e-10,-9.81000000001736,-4.884788590955295e-11,0.0,0.0
0.04900000000000004,0.5141570552417475,0.3352232666428791,0.25373742652605746,-1.583441455077846e-15,-0.4904999999999781,3.195477066020811e-14,-1.0713223459519429e-10,-9.809999999973506,7.493204073984088e-11,0.0,0.0
0.05000000000000004,0.5141570552417475,0.33472295664287915,0.2537374265260574,-3.879063463813575e-14,-0.5003099999999748,-6.791561324657581e-14,-3.72071931830579e-11,-9.80999999999671,-9.987038390678392e-11,0.0,0.0
0.05100000000000004,0.5141570552417475,0.3342128366428791,0.2537374265260574,-2.963269334345027e-14,-0.5101200000000503,1.5609774914914137e-14,9.157941294685479e-12,-9.81000000007548,8.352538816148995e-11,0.0,0.0
0.05200000000000004,0.5141570552417475,0.3336929066428791,0.2537374265260574,5.530301235613877e-14,-0.5199299999999839,1.011780009732792e-14,8.493570569958904e-11,-9.809999999933595,-5.4919748175862165e-12,0.0,0.0
0.05300000000000004,0.5141570552417475,0.3331631666428791,0.2537374265260574,5.828099741181564e-15,-0.5297399999999878,-2.5261851248098256e-16,-4.94749126149572e-11,-9.810000000003871,-1.0370418609808903e-11,0.0,0.0
0.05400000000000004,0.5141570552417475,0.3326236166428791,0.2537374265260574,7.176853485561447e-15,-0.5395499999999925,8.211905834896333e-15,1.3487537443798825e-12,-9.81000000000476,8.464524347377316e-12,0.0,0.0
0.05500000000000004,0.5141570552417475,0.3320742566428791,0.2537374265260574,1.1191710288572885e-14,-0.5493599999999975,7.241190271687196e-15,4.014856803011438e-12,-9.810000000004981,-9.707155632091367e-13,0.0,0.0
0.05600000000000004,0.5141570552417475,0.33151508664287915,0.2537374265260574,3.204576095092272e-14,-0.5591699999999586,-1.0652528617958857e-14,2.0854050662349837e-11,-9.809999999961128,-1.789371888964605e-11,0.0,0.0
0.057000000000000044,0.5141570552417475,0.3309461066428791,0.2537374265260574,4.411230552616453e-14,-0.5689800000000275,-1.3170334985146063e-14,1.2066544575241805e-11,-9.810000000068818,-2.5178063671872065e-12,0.0,0.0
0.058000000000000045,0.5141570552417475,0.3303673166428791,0.2537374265260574,-6.1490584494167e-15,-0.5787899999999909,1.0267088087034605e-14,-5.026136397558123e-11,-9.809999999963459,2.343742307218067e-11,0.0,0.0
0.059000000000000045,0.5141570552417475,0.3297787166428791,0.2537374265260574,-4.57970195086087e-15,-0.5886000000000059,1.2745799126282884e-14,1.5693564985558298e-12,-9.810000000014973,2.4787110392482796e-12,0.0,0.0
0.060000000000000046,0.5141570552417475,0.3291803066428791,0.2537374265260574,3.964744748272556e-14,-0.5984099999999664,-5.411403815493385e-16,4.422714943358643e-11,-9.80999999996046,-1.3286939507832222e-11,0.0,0.0
0.06100000000000005,0.5141570552417475,0.3285720866428793,0.2537374265260574,5.424432328082656e-14,-0.6082199999998337,-8.342836055324014e-15,1.4596875798101e-11,-9.809999999867314,-7.801695673774676e-12,0.0,0.0
0.06200000000000005,0.5141570552417475,0.32795405664287924,0.2537374265260574,2.844441805358334e-14,-0.6180300000000493,2.2211950960116716e-14,-2.5799905227243217e-11,-9.810000000215592,3.055478701544073e-11,0.0,0.0
0.06300000000000004,0.5141570552417475,0.32732621664287914,0.2537374265260574,3.3386014020473587e-15,-0.6278400000001059,-1.2005363933402211e-14,-2.5105816651535982e-11,-9.810000000056608,-3.421731489351893e-11,0.0,0.0
0.06400000000000004,0.5141570552417474,0.32668856664287915,0.25373742652605746,-6.437094223896225e-14,-0.6376499999999837,3.6109195925777115e-14,-6.770954364100961e-11,-9.80999999987786,4.811455985917932e-11,0.0,0.0
0.06500000000000004,0.5141570552417475,0.32604110664287916,0.2537374265260574,7.079544367733855e-14,-0.6474600000000043,-3.5603540296663186e-14,1.351663859163008e-10,-9.810000000020525,-7.17127362224403e-11,0.0,0.0
0.06600000000000004,0.5141570552417475,0.3253838366428791,0.25373742652605746,-1.4549646639676704e-15,-0.6572700000000196,3.457706011615634e-14,-7.225040834130622e-11,-9.810000000015307,7.018060041281952e-11,0.0,0.0
0.06700000000000005,0.5141570552417475,0.3247167566428791,0.2537374265260575,-1.4543237721730661e-15,-0.6670800000000197,3.457651463583542e-14,6.408917946043095e-16,-9.810000000000096,-5.454803209176924e-16,0.0,0.0
0.06800000000000005,0.5141570552417475,0.32403986664287915,0.25373742652605746,1.8696329087109372e-14,-0.6768899999999238,-4.887388558387704e-14,2.015065285928244e-11,-9.809999999904173,-8.345040021971246e-11,0.0,0.0
0.06900000000000005,0.5141570552417475,0.3233531666428791,0.2537374265260575,-5.488888539631368e-15,-0.6867000000000137,3.002892636428364e-14,-2.418521762674074e-11,-9.810000000089914,7.890281194816067e-11,0.0,0.0
0.07000000000000005,0.5141570552417475,0.3226566566428791,0.25373742652605746,-4.804239886170118e-15,-0.6965099999999721,-7.220375820396388e-14,6.846486534612496e-13,-9.809999999958352,-1.0223268456824752e-10,0.0,0.0
0.07100000000000005,0.5141570552417476,0.3219503366428791,0.2537374265260574,7.459819872826118e-14,-0.7063200000000317,-5.926245054469699e-14,7.94024386144313e-11,-9.810000000059604,1.294130765926689e-11,0.0,0.0
0.07200000000000005,0.5141570552417475,0.3212342066428791,0.2537374265260574,-9.459184230079188e-14,-0.7161299999999727,1.3414851090231583e-14,-1.6919004102905307e-10,-9.809999999941033,7.267730163492857e-11,0.0,0.0
0.07300000000000005,0.5141570552417475,0.3205082666428791,0.25373742652605746,-1.0785987870984227e-14,-0.7259399999999655,4.012945453363152e-14,8.380585442980766e-11,-9.809999999992769,2.671460344339994e-11,0.0,0.0
0.07400000000000005,0.5141570552417475,0.31977251664287915,0.2537374265260574,-2.2621755347170154e-14,-0.7357499999999813,-4.892460940977128e-14,-1.1835767476185927e-11,-9.810000000015751,-8.90540639434028e-11,0.0,0.0
0.07500000000000005,0.5141570552417475,0.3190269566428791,0.2537374265260574,9.008211390055024e-15,-0.7455600000000082,-1.487374989777092e-14,3.1629966737225184e-11,-9.810000000026964,3.405085951200036e-11,0.0,0.0
0.07600000000000005,0.5141570552417475,0.31827158664287913,0.2537374265260574,-4.345470522407892e-14,-0.7553699999999851,-5.849432993025677e-15,-5.246291661413394e-11,-9.809999999976892,9.024316904745242e-12,0.0,0.0
0.07700000000000005,0.5141570552417475,0.31750640664287916,0.2537374265260574,5.549766311249344e-14,-0.7651799999999852,-1.783693641089374e-14,9.895236833657236e-11,-9.810000000000096,-1.1987503417868061e-11,0.0,0.0
0.07800000000000006,0.5141570552417475,0.3167314166428791,0.25373742652605746,-4.223768106973794e-14,-0.7749900000000035,3.5522476228011225e-14,-9.773534418223138e-11,-9.810000000018304,5.335941263890497e-11,0.0,0.0
0.07900000000000006,0.5141570552417475,0.3159466166428791,0.2537374265260574,-4.9282857135851746e-14,-0.7848000000000387,-3.340007925876456e-14,-7.0451760661138045e-12,-9.81000000003518,-6.892255548677578e-11,0.0,0.0
0.08000000000000006,0.5141570552417475,0.3151520066428792,0.25373742652605746,1.2676164070645352e-14,-0.7946099999999394,3.819418552437225e-14,6.195902120649709e-11,-9.809999999900732,7.159426478313681e-11,0.0,0.0
0.08100000000000006,0.5141570552417475,0.31434758664287915,0.2537374265260574,2.805947561969502e-14,-0.8044200000000129,-7.061369581457633e-14,1.5383311549049666e-11,-9.810000000073483,-1.0880788133894857e-10,0.0,0.0
0.08200000000000006,0.5141570552417474,0.3135333566428792,0.2537374265260574,-6.355416069391795e-14,-0.8142299999999876,1.4531618529792258e-14,-9.161363631361297e-11,-9.809999999974671,8.514531434436858e-11,0.0,0.0
0.08300000000000006,0.5141570552417475,0.31270931664287915,0.2537374265260574,1.1511798317260283e-13,-0.8240400000000098,7.0357264145587375e-15,1.7867214386652077e-10,-9.810000000022189,-7.49589211523352e-12,0.0,0.0
0.08400000000000006,0.5141570552417475,0.3118754666428792,0.2537374265260574,3.017960953859475e-14,-0.8338499999999707,1.857437379926907e-14,-8.493837363400808e-11,-9.809999999960905,1.1538647384710333e-11,0.0,0.0
0.08500000000000006,0.5141570552417475,0.3110318066428792,0.25373742652605746,2.5563358641934077e-14,-0.8436599999999937,5.4306266906558575e-14,-4.616250896660673e-12,-9.810000000023077,3.57318931072895e-11,0.0,0.0
0.08600000000000006,0.5141570552417475,0.3101783366428792,0.25373742652605746,-1.4010456754607916e-14,-0.8534700000000321,1.800905584429593e-15,-3.957381539654199e-11,-9.8100000000384,-5.2505361322128984e-11,0.0,0.0
0.08700000000000006,0.5141570552417474,0.30931505664287917,0.25373742652605746,-6.970283025234585e-14,-0.8632799999999982,-1.2049175502158674e-15,-5.569237349773794e-11,-9.809999999966013,-3.0058231346454603e-12,0.0,0.0
0.08800000000000006,0.5141570552417475,0.3084419666428792,0.25373742652605746,8.015457911327316e-14,-0.8730899999999775,9.363024732107745e-15,1.49857409365619e-10,-9.809999999979336,1.0567942282323612e-11,0.0,0.0
0.08900000000000007,0.5141570552417476,0.3075590666428795,0.2537374265260576,8.997444405718323e-14,-0.8828999999996806,1.0412101890112108e-13,9.819864943910066e-12,-9.809999999703113,9.475799416901334e-11,0.0,0.0
0.09000000000000007,0.5141570552417475,0.30666635664287917,0.2537374265260575,-1.5799767286825595e-13,-0.8927100000003398,-6.487630708124494e-14,-2.479721169254392e-10,-9.810000000659237,-1.6899732598236601e-10,0.0,0.0
0.09100000000000007,0.5141570552417475,0.3057638366428792,0.2537374265260575,-4.6853598435819e-14,-0.9025199999999737,-2.7389647061679726e-14,1.1114407443243696e-10,-9.809999999633835,3.748666001956521e-11,0.0,0.0
0.09200000000000007,0.5141570552417474,0.3048515066428792,0.25373742652605746,-6.114114242345347e-14,-0.9123300000000242,-3.886562989156082e-14,-1.4287543987634468e-11,-9.8100000000505,-1.1475982829881095e-11,0.0,0.0
0.09300000000000007,0.5141570552417474,0.3039293666428792,0.2537374265260574,5.2815802916233676e-14,-0.9221399999999981,-4.0794076832895065e-14,1.1395694533968716e-10,-9.809999999973895,-1.9284469413342444e-12,0.0,0.0
0.09400000000000007,0.5141570552417475,0.3029974166428792,0.25373742652605746,7.347856403086009e-14,-0.9319499999999494,3.637717653770761e-14,2.0662761114626412e-11,-9.809999999951359,7.717125337060267e-11,0.0,0.0
0.09500000000000007,0.5141570552417475,0.3020556566428792,0.25373742652605746,1.4028531064011224e-14,-0.9417600000000014,1.2564282923952286e-14,-5.945003296684886e-11,-9.810000000051943,-2.3812893613755322e-11,0.0,0.0
0.09600000000000007,0.5141570552417475,0.3011040866428792,0.2537374265260574,-1.3040764665824545e-14,-0.951569999999996,-3.1632301004119945e-14,-2.706929572983577e-11,-9.809999999994655,-4.419658392807223e-11,0.0,0.0
0.09700000000000007,0.5141570552417475,0.3001427066428792,0.25373742652605746,-6.739838004739373e-16,-0.961379999999989,2.947061702709212e-14,1.2366780865350607e-11,-9.809999999992991,6.110291803121206e-11,0.0,0.0
0.09800000000000007,0.5141570552417475,0.29917151664287917,0.2537374265260574,-4.7013606773671326e-14,-0.9711899999999889,-5.996747198441705e-14,-4.633962297319739e-11,-9.809999999999874,-8.943808901150916e-11,0.0,0.0
0.09900000000000007,0.5141570552417476,0.2981905166428792,0.25373742652605763,1.2799383757785044e-13,-0.9809999999999617,2.3866226009670807e-13,1.7500744435152175e-10,-9.809999999972785,2.986297320811251e-10,0.0,0.0
0.10000000000000007,0.5141570552417475,0.2971997066428792,0.2537374265260574,-6.217392627167711e-14,-0.9908100000000114,-2.0735589162824724e-13,-1.9016776384952755e-10,-9.810000000049723,-4.460181517249553e-10,0.0,0.0
0.10100000000000008,0.5141570552417475,0.2961990866428792,0.25373742652605746,-3.191132808179769e-14,-1.0006199999999865,3.639884507763812e-14,3.026259818987942e-11,-9.809999999975116,2.437547367058854e-10,0.0,0.0
0.10200000000000008,0.5141570552417475,0.29518865664287924,0.2537374265260573,-4.250198391791855e-14,-1.0104299999999782,-1.5210783932317636e-13,-1.0590655836120859e-11,-9.809999999991659,-1.8850668440081448e-10,0.0,0.0
0.10300000000000008,0.5141570552417475,0.29416841664287924,0.25373742652605746,1.989633201714876e-14,-1.0202400000000116,1.7129899189993035e-13,6.239831593506731e-11,-9.810000000033403,3.234068312231067e-10,0.0,0.0
0.10400000000000008,0.5141570552417475,0.29313836664287923,0.2537374265260574,-9.91140811669071e-15,-1.0300500000000048,-5.467328905964964e-14,-2.980774013383947e-11,-9.809999999993213,-2.2597228095958e-10,0.0,0.0
0.10500000000000008,0.5141570552417475,0.29209850664287923,0.2537374265260574,-3.835988751240886e-14,-1.0398600000000033,1.824925105385725e-14,-2.844847939571815e-11,-9.809999999998542,7.292254011350688e-11,0.0,0.0
0.10600000000000008,0.5141570552417475,0.2910488366428792,0.2537374265260574,-5.246977236400668e-14,-1.0496699999999997,2.138121386004795e-14,-1.4109884851597819e-11,-9.809999999996322,3.131962806190698e-12,0.0,0.0
0.10700000000000008,0.5141570552417475,0.2899893566428792,0.2537374265260574,-3.5536637501258797e-14,-1.0594800000000035,1.0706808894370325e-14,1.6933134862747883e-11,-9.810000000003871,-1.0674404965677624e-11,0.0,0.0
0.10800000000000008,0.5141570552417475,0.2889200666428792,0.25373742652605746,2.320163576265402e-14,-1.0692899999999907,5.931540954168993e-14,5.873827326391281e-11,-9.809999999987218,4.86086006473196e-11,0.0,0.0
0.10900000000000008,0.5141570552417475,0.2878409666428792,0.25373742652605746,2.271289214279463e-14,-1.0790999999999862,-2.4701822676938252e-14,-4.88743619859389e-13,-9.809999999995433,-8.401723221862818e-11,0.0,0.0
0.11000000000000008,0.5141570552417475,0.2867520566428792,0.2537374265260575,2.9224227848657337e-15,-1.0889099999999918,7.194244787810997e-14,-1.9790469357928896e-11,-9.810000000005648,9.664427055504822e-11,0.0,0.0
0.11100000000000008,0.5141570552417475,0.28565333664287923,0.2537374265260574,-3.57545717174143e-14,-1.098720000000007,-1.1266013807336392e-13,-3.8676994502280035e-11,-9.810000000015195,-1.8460258595147388e-10,0.0,0.0
0.11200000000000009,0.5141570552417475,0.28454480664287923,0.2537374265260574,-2.641214903760571e-14,-1.1085300000000011,1.6616049941861305e-15,9.342422679808592e-12,-9.809999999994101,1.1432174306755005e-10,0.0,0.0
0.11300000000000009,0.5141570552417475,0.28342646664287924,0.2537374265260574,-1.771737897146386e-14,-1.1183399999999974,-1.4840970120027754e-16,8.694770066141848e-12,-9.809999999996322,-1.810014695386408e-12,0.0,0.0
0.11400000000000009,0.5141570552417475,0.28229831664287924,0.2537374265260574,-5.070918075512926e-14,-1.1281499999999898,4.1611809199821277e-16,-3.2991801783665393e-11,-9.809999999992325,5.645277931984903e-13,0.0,0.0
0.11500000000000009,0.5141570552417475,0.2811603566428793,0.2537374265260574,-2.5904990652448704e-14,-1.1379599999999426,2.3559462686749902e-14,2.4804190102680556e-11,-9.809999999952801,2.314334459475169e-11,0.0,0.0
0.11600000000000009,0.5141570552417475,0.2800125866428793,0.2537374265260574,-2.0020930952576433e-14,-1.147769999999982,1.2274394415488582e-14,5.884059699872271e-12,-9.810000000039398,-1.1285068271261321e-11,0.0,0.0
0.11700000000000009,0.5141570552417474,0.2788550066428793,0.2537374265260574,-8.41337939212689e-14,-1.1575800000000154,1.9878948596139914e-14,-6.411286296869246e-11,-9.810000000033403,7.604554180651331e-12,0.0,0.0
0.11800000000000009,0.5141570552417475,0.2776876166428793,0.2537374265260574,8.640649394222317e-14,-1.1673900000000275,1.9060447480494267e-14,1.7054028786349206e-10,-9.810000000012087,-8.185011156456471e-13,0.0,0.0
0.11900000000000009,0.5141570552417474,0.2765104166428793,0.2537374265260574,-6.059073192658457e-14,-1.177199999999993,2.7105937170155622e-14,-1.4699722586880773e-10,-9.809999999965457,8.045489689661355e-12,0.0,0.0
0.12000000000000009,0.5141570552417475,0.2753234066428793,0.25373742652605746,5.74314749308503e-14,-1.1870099999999733,4.7630113447841176e-14,1.1802220685743486e-10,-9.809999999980334,2.0524176277685554e-11,0.0,0.0
0.1210000000000001,0.5141570552417475,0.2741265866428793,0.25373742652605746,-1.491652965325905e-14,-1.1968200000000002,-2.5027532392006653e-14,-7.234800458410935e-11,-9.810000000026964,-7.265764583984783e-11,0.0,0.0
0.1220000000000001,0.5141570552417475,0.2729199566428793,0.25373742652605746,-4.888810577132692e-14,-1.206630000000005,-2.7599276001636093e-14,-3.397157611806787e-11,-9.81000000000476,-2.5717436096294395e-12,0.0,0.0
0.1230000000000001,0.5141570552417475,0.2717035166428793,0.2537374265260574,-3.103145497523892e-14,-1.2164400000000148,-2.975639110511658e-14,1.7856650796087997e-11,-9.810000000009866,-2.1571151034804852e-12,0.0,0.0
0.1240000000000001,0.5141570552417475,0.2704772666428793,0.25373742652605746,1.9548892375243554e-14,-1.2262499999999663,4.663670731548503e-14,5.0580347350482476e-11,-9.809999999951469,7.63930984206016e-11,0.0,0.0
0.12500000000000008,0.5141570552417475,0.2692412066428793,0.2537374265260574,8.038336568116397e-15,-1.2360599999999782,-4.516547908242691e-14,-1.1510555807127156e-11,-9.810000000011865,-9.180218639791194e-11,0.0,0.0
